探偵事務所,,,Lv8,,
,,,,,
事件概要,,,,,
証拠品ドロップアイテム,,,封筒,,0
事件現場（物探し）,,,探偵事務所,,0
クエストレベル,,,8,,0
依頼現場／対決場所,,,繁華街,,0
事件名,,,依頼者は誰？,,0
事件概要,,,"警察から連絡を受けた蘭とコナンは、繁華街で酔いつぶれていた小五郎を保護する。小五郎は酒を飲みながら依頼者の相談を受けていたのだが、途中で酔いつぶれてしまったらしい。しかも、酔って記憶をなくし、誰が依頼者かも覚えていない。このままでは、依頼を遂行できない。だが、どうやって小五郎のところに依頼がもたらされたかが分かれば、依頼主が誰なのか分かるかもしれない。手がかりになりそうなのは、小五郎がいつつけたのか覚えていない、カッターのようなものでつけられた指先の傷だけだった（小五郎は、その傷が以来の連絡があったときについたと覚えていた）。以上の条件から、依頼者がどのような方法で依頼を行ったか推理し、依頼者を特定せよ。
真相：物証として上げられる電話、パソコン、トランシーバーはいずれも指を傷つけるような要素の少ないものである。しかし、ペーパーカッターを使って開封するならば指先に切り傷がつく可能性は高い。このことから、依頼主の依頼方法は手紙だったと考えられる。",,
依頼者,,,毛利小五郎,,0
犯人名,,,田辺順平,,0
はずれ容疑者、物証①,,,嶋田康夫,：電話,
はずれ容疑者、物証②,,,廣田直人,：パソコン,
はずれ容疑者、物証③,,,阿笠博士,：トランシーバー,
