調査依頼ストーリー,,,,,,,,,,,,,,,,,
,発言者,台詞,表情ID,左キャラ,キャラクターID,表情ID,中央キャラ,キャラクターID,表情ID,右キャラ,キャラクターID,小窓画像名,小窓画像ID,表示位置,背景,背景ID,F.I/F.O
1クリック目,毛利小五郎,うー……,1,毛利蘭,8,11,毛利小五郎,4,,,,,,,繁華街,5,IN
2クリック目,毛利蘭,お父さん！　もう帰るよ！,7,毛利蘭,8,,,,,,,,,,,,
3クリック目,毛利小五郎,蘭……どうしてここに……,,,,10,毛利小五郎,4,,,,,,,,,
4クリック目,毛利蘭,"近所の人から、お父さんがここで酔いつぶれてるって
連絡があったから迎えにきたの！",,,,,,,,,,,,,,,
5クリック目,毛利蘭,こんなになるまで誰と飲んでたの？,,,,,,,,,,,,,,,
6クリック目,毛利小五郎,依頼人と依頼の話をしてて……依頼人……依頼人……,,,,2,毛利小五郎,4,,,,,,,,,
7クリック目,毛利蘭,お父さん、どうしたの？,7,毛利蘭,8,,,,,,,,,,,,
8クリック目,毛利小五郎,まずい……依頼人が誰だったか忘れた！,,,,5,毛利小五郎,4,,,,,,,,,
9クリック目,毛利蘭,"えー！
それじゃ、依頼された仕事ができないじゃない！
その人とどうしてここで会う事になったの？よく思い出して！",,,,,,,,,,,,,,,
10クリック目,毛利小五郎,"このオレとしたことが……
そもそも、依頼人からどんな風に連絡がきたかも忘れちまった……",,,,11,毛利小五郎,4,,,,,,,,,
11クリック目,毛利蘭,もう、お父さん！　しっかりしてよ！,7,毛利蘭,8,,,,,,,,,,,,
12クリック目,毛利小五郎,"こんなことになるなんてな……
ん、なんだこの傷は？　どうして<font color='#FF9D9D'>指先に傷が</font>……",,,,2,毛利小五郎,4,,,,,,,,,
13クリック目,毛利蘭,"どうせそれも
どうしてなのか覚えてないんでしょ？",,,,,,,,,,,,,,,
14クリック目,毛利小五郎,"ああ……けど確か
<font color='#FF9D9D'>このケガは依頼から連絡を受けたときについた</font>ような……",,,,5,毛利小五郎,4,,,,,,,,,
15クリック目,毛利蘭,"（依頼の連絡があったときにケガをするなんて
いったいどんな風に連絡をうけたんだろう……それが分かれば、依頼主が誰か分かるかも！
<font color='#FF9D9D'>事務所への連絡手段は</font>…）",13,毛利蘭,8,,,,,,,探偵事務所,83,右,,,
