,,,毛利蘭　証言④,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,毛利蘭,,,,1,毛利蘭,「[[[ほしがきれい]]]」は「ほしがきれい」よ！,18,,,,,,,,
,,,毛利小五郎　証言①,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,毛利小五郎,,,,1,毛利小五郎,「デジカメ」は「[[[でじかめ]]]」だ！,15,,,,,,,,
,毛利小五郎,,,,1,毛利小五郎,「[[[せんべい]]]」は「せんべい」だ！,15,,,,,,,,
,毛利小五郎,,,,1,毛利小五郎,「ガラス」は「[[[がらす]]]」だからな！,16,,,,,,,,
,毛利小五郎,,,,1,毛利小五郎,「[[[ぴすとる]]]」は「ピストル」だ！,15,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
毛利蘭,1,,,,,,,,,,,,,,,
鈴木園子,0,,,,,,,,,,,,,,,
阿笠博士,0,,,,,,,,,,,,,,,
灰原哀,0,,,,,,,,,,,,,,,
毛利小五郎,4,,,,,,,,,,,,,,,
江戸川コナン,0,,,,,,,,,,,,,,,
