,,,嶋中郁江　証言⑤,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,嶋中郁江,,,,1,嶋中郁江,6時少し前だったと思いますが…井戸原さんの具合が悪そうだったので、酔い止めのお薬を差し上げました…,49,,,,,,,,
,,,横溝参悟　証言④,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,横溝参悟,,,,1,横溝参悟,確かに、シンプソンさんの父親の会社はメルドックさんによって買収されていますね…しかも、その直後に父親が病死しています…,59,,,,,,,,
,,,メリンダ　証言③,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,メリンダ・メルドック,,,,1,メリンダ・メルドック,夫があんなことになって…私、不安で…シンプソンを疑うなんて悪いことなんだけど…犯人が捕まるまでは何も信じられないのよ…！,60,,,,,,,,
,,,井戸原耕市　証言②,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
60文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,井戸原耕市,,,,1,井戸原耕市,メルドックは確かに才能のある一流の経営者だった…だが、敵も多かったんでしょう…自業自得…あ、いえ何でもありません…,57,,,,,,,,
,,,工藤有希子　証言③,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
60文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,工藤有希子,,,,1,工藤有希子,メリンダとシンプソンさん…動機があったとしても、長く一緒にいた人をそんなに簡単に殺せるのかしら…そんな人達には見えないんだけど…,64,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
毛利蘭,,0,,,,,,,,,,,,,,
笹川修一,,0,,,,,,,,,,,,,,
嶋中郁江,,1,,,,,,,,,,,,,,
横溝参悟,,1,,,,,,,,,,,,,,
工藤有希子,,1,,,,,,,,,,,,,,
メリンダ,,1,,,,,,,,,,,,,,
シンプソン,,0,,,,,,,,,,,,,,
井戸原耕市,,1,,,,,,,,,,,,,,
工藤優作,,0,,,,,,,,,,,,,,
