洋館,,,Lv8,,
,,,,,
事件概要,,,,,
証拠品ドロップアイテム,,,金のペンダント,,0
事件現場（物探し）,,,洋館,,0
クエストレベル,,,8,,0
依頼現場／対決場所,,,公園,,0
事件名,,,みんなノリノリ！,,0
事件概要,,,"公園でコナンと蘭と園子が話をしている。園子の話によると、この前、鈴木財閥関係の洋館でロックバンドを呼んでコンサートが行われた。
みんなノリノリで体を動かしながら楽しんでいたのだが、その際に室内の水銀灯が割れてしまったが、だれが割ったか分からなかったという。
園子が見ていたところ、水銀灯の周辺にいたのはネクタイを揺らせながら踊るサラリーマン、銀色のブレスレッドを手につけ拳を振り上げる女子高生、ワインボトルを開けて飲んでいた偉そうな中年男性、金のペンダントを振り回しながら騒いでいたイケメンの四人。
女子高生は場所をいろいろ移動し騒ぎ続けていた。偉そうな中年男性はその後、ふらふらになり椅子などを倒していた。そのとき足元には割れたワインボトルの破片やガラスの破片が落ちていた。
サラリーマンは、ネクタイをズボンに入れている時、服を手ではたいていた。
園子はイケメンがカッコよかったので、2人で協力し、ガラスの破片などを片付けた。
その際、イケメンがつけていたペンダントの色が白っぽい銀色に変わっていたので、金だと思っていたが、銀色だったかなと思ったらしい。
結局、その時水銀灯を割ったのは誰か分からずじまいだった。
コナンはこの話を聞いて誰が割ったのかがわかったようだ。",,
依頼者,,,鈴木園子,,0
犯人名,,,イケメン(向井こうじ),,0
はずれ容疑者、物証①,,,サラリーマン(廣田直人),：ネクタイピン,
はずれ容疑者、物証②,,,ギャル(武井真美),：ブレスレット,
はずれ容疑者、物証③,,,偉そうな中年男性（森和美）,：ワインボトル,
