河川敷,,,Lv.4,,
,,,,,
事件概要,,,,,
証拠品ドロップアイテム,,,オール,,0
事件現場（物探し）,,,河川敷,,0
クエストレベル,,,4,,0
依頼現場／対決場所,,,河川敷,,0
事件名,,,動くオバケ岩,,0
事件概要,,,"河川敷でキャンプをしていた同級生（女）。その彼女は不思議な体験をしたという。川の近くにあった巨大な岩の位置が、一晩の間に変わっていたというのだ。どうやら、同級生（女）を驚かすために誰かがやったことのようなのだが、その岩は１人の人間が動かせそうなものではない。なお、石は引きずったというよりも転がされた、という感じ。容疑者は、近くでボートの練習をしていた筋肉自慢の男性、近くでタバコを吸っていた偉そうな中年男性、近くで希少生物の取材をしていた記者。さぁ、岩を動かしたのは誰だ。
真相：人が動かせないような大きな石を動かす方法にはテコがある。オールを使えば、巨大な岩も動かすことができる。このことから、オールを持っていた筋肉自慢の男性が犯人の可能性が高い。かれがそんなことをしたのは、みんなを驚かせたいという悪戯心からである。",,
依頼者,,,脇田みさき,,0
犯人名,,,中村隆弘,,0
はずれ容疑者、物証①,,,森和美,　：携帯灰皿,
はずれ容疑者、物証②,,,小栗まこと,　：折りたたみ椅子,
