,,,メリンダ　証言⑦,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,メリンダ・メルドック,,,,1,メリンダ・メルドック,刑事さんに言われて確かめましたが…部屋から盗まれたものは何もありません…でも…いったい誰が何のために夫を…,53,,,,,,,,
,,,井戸原耕市　証言④,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,井戸原耕市,,,,1,井戸原耕市,え？…私がデッキに…ああ、ちょっと夕景を眺めようと思って、ちょっと出てみたんですよ…それだけですよ…,50,,,,,,,,
,,,シンプソン　証言④,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
60文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,トニー・シンプソン,,,,1,トニー・シンプソン,本当に、僕は会長を恨んだりはしていません…仮にもしそうだとしても、人を殺すなんて僕には出来ませんよ！！,51,,,,,,,,
,,,工藤有希子　証言⑤,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
60文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,工藤有希子,,,,1,工藤有希子,メルドックさんの他にジムにいたのが誰か…指紋もないとしたら、どうやって探し出すことができるのかしら…,50,,,,,,,,
,,,工藤優作　証言①,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
60文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,工藤優作,,,,1,工藤優作,指紋や血痕は拭き取ることで消せるが…残されたまま、消すことが出来ない証拠もある…ん？ああ…これは、小説の構想だよ…ただの小説さ…,64,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
毛利蘭,,0,,,,,,,,,,,,,,
笹川修一,,0,,,,,,,,,,,,,,
嶋中郁江,,0,,,,,,,,,,,,,,
横溝参悟,,0,,,,,,,,,,,,,,
工藤有希子,,1,,,,,,,,,,,,,,
メリンダ,,1,,,,,,,,,,,,,,
シンプソン,,1,,,,,,,,,,,,,,
井戸原耕市,,1,,,,,,,,,,,,,,
工藤優作,,1,,,,,,,,,,,,,,
