駄菓子屋,,,Lv.01,,
,,,,,
事件概要,,,,,
証拠品ドロップアイテム,,,犬小屋,,0
事件現場（物探し）,,,駄菓子屋,,0
クエストレベル,,,1,,0
依頼現場／対決場所,,,公園,,0
事件名,,,公園お菓子消失事件,,0
事件概要,,,"公園には妙な噂があった。公園の隅の茂みの中にお菓子を置く。そして、少し離れた場所に立って手を３回叩く。その後、再び茂みの中を覗いてみると、お菓子が消えているというのだ。実際にやってみると、確かにお菓子は消滅していた。驚く元太たちだが、コナンは茂みの後ろの壁には小さな穴があること、茂みの中に人間のものではない毛が落ちている事に気づく。早速おかしの行方を操作し始めた少年探偵団。元太は犬小屋が、光彦は郵便箱が、歩美はガチャカプセルが怪しいと睨む。さて、お菓子はどこに行ったのだろうか。
真相：近所に住む犬が、手を叩く音を合図に穴から忍び込み、視界のきかない茂みの中でも嗅覚をいかすことでお菓子にたどりつき、持って行っていたのだ。犬がお菓子をもっていったため、犬小屋からお菓子が発見されたのである。元太が盗まれた『鰻重パイ』の匂いが犬小屋からしてくることに気づき、お菓子は無事に見つかった。（ゲームシステム上は元太が正解＝犯人）",,
依頼者,,,小嶋元太,,0
犯人名,,,小嶋元太,,0
はずれ容疑者、物証①,,,円谷光彦,郵便箱,
はずれ容疑者、物証②,,,吉田歩美,ガチャのカプセル,
,,,,,
