,,,毛利蘭　証言①,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,毛利蘭,,,,1,毛利蘭,「[[[とけい]]]」は「とけい」だよ！,14,,,,,,,,
,毛利蘭,,,,1,毛利蘭,「[[[わふく]]]」は「わふく」だよ！,14,,,,,,,,
,,,鈴木園子　証言①,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,鈴木園子,,,,1,鈴木園子,「[[[ひろいうみ]]]」で「広い海」ね！,15,,,,,,,,
,,,阿笠博士　証言①,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,阿笠博士,,,,1,阿笠博士,「[[[いし]]]」は「いし」じゃ！,12,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
毛利蘭,2,,,,,,,,,,,,,,,
鈴木園子,1,,,,,,,,,,,,,,,
阿笠博士,1,,,,,,,,,,,,,,,
灰原哀,0,,,,,,,,,,,,,,,
毛利小五郎,0,,,,,,,,,,,,,,,
江戸川コナン,0,,,,,,,,,,,,,,,
