,,,毛利蘭　証言②,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,毛利蘭,,,,1,毛利蘭,メルドックさんと奥さんのメリンダさんって、かなり歳の離れた夫婦なのね…知らない人が見たら親子みたい…,50,,,,,,,,
,,,笹川修一　証言②,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,笹川修一,,,,1,笹川修一,メルドック会長は、経営者として世界的に有名な方です…相当な資産をお持ちのようで、この船の他に自家用の飛行機も持ってますよ…,61,,,,,,,,
,,,嶋中郁江　証言②,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,嶋中郁江,,,,1,嶋中郁江,確かに、午後3時頃のティータイムには、メルドック夫妻と秘書のシンプソンさん、それにご友人の井戸原さんの4人が一緒にいました！,62,,,,,,,,
,,,横溝参悟　証言①,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,横溝参悟,,,,1,横溝参悟,ミルドックさんの遺体を改めて検死したところ、死後硬直の状態から見て、やはり死後2時間以上はたっているようです…,55,,,,,,,,
,,,メリンダ　証言①,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,メリンダ・メルドック,,,,1,メリンダ・メルドック,夫がジムに行った後、4時半頃までは3人でいました…井戸原さんがお部屋に戻られたので、私と秘書のシンプソンも戻りましたわ…,60,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
毛利蘭,,1,,,,,,,,,,,,,,
笹川修一,,1,,,,,,,,,,,,,,
嶋中郁江,,1,,,,,,,,,,,,,,
横溝参悟,,1,,,,,,,,,,,,,,
工藤有希子,,0,,,,,,,,,,,,,,
メリンダ,,1,,,,,,,,,,,,,,
シンプソン,,0,,,,,,,,,,,,,,
井戸原耕市,,0,,,,,,,,,,,,,,
工藤優作,,0,,,,,,,,,,,,,,
