,,,鈴木園子　証言④,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,鈴木園子,,,,1,鈴木園子,「[[[かに]]]」は「カニ」よ！,11,,,,,,,,
,,,灰原哀　証言②,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,灰原哀,,,,1,灰原哀,「[[[でんきぽつと]]]」…「電気ポット」…,17,,,,,,,,
,灰原哀,,,,1,灰原哀,「そうじき」は「[[[そうじき]]]」ね…,15,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
毛利蘭,0,,,,,,,,,,,,,,,
鈴木園子,1,,,,,,,,,,,,,,,
阿笠博士,0,,,,,,,,,,,,,,,
灰原哀,2,,,,,,,,,,,,,,,
毛利小五郎,0,,,,,,,,,,,,,,,
江戸川コナン,0,,,,,,,,,,,,,,,
