ステージ1導入ストーリー,,,,,,,,,,,,,,,,,
,発言者,台詞,表情ID,左キャラ,キャラクターID,表情ID,中央キャラ,キャラクターID,表情ID,右キャラ,キャラクターID,小窓画像名,小窓画像ID,表示位置,背景,背景ID,F.I/F.O
1クリック目,ﾒﾘﾝﾀﾞ･ﾒﾙﾄﾞｯｸ,ううっ…ロブ…どうして…ううっ…！,5,ﾒﾘﾝﾀﾞ･ﾒﾙﾄﾞｯｸ,96,,,,,,,,,,洋館（赤の部屋）,25,IN
2クリック目,笹川修一,いま無線で警察に連絡しました！船でこちらに急行するそうです…！,,,,10,笹川修一,98,,,,,,,,,
3クリック目,毛利小五郎,わかりました船長…あとは、この私にお任せください！,,,,,,,1,毛利小五郎,4,,,,,,
4クリック目,トニー・シンプソン,…あなた、いったい誰なんですか！？,1,トニー・シンプソン,100,,,,,,,,,,,,
5クリック目,毛利小五郎,私は毛利小五郎…探偵をやっております…,,,,,,,2,毛利小五郎,4,,,,,,
6クリック目,井戸原耕市,毛利…？あっ…あなたがあの有名な毛利探偵…！？まさか…,,,,10,井戸原耕市,97,,,,,,,,,
7クリック目,毛利小五郎,"はい…ですから、警察が到着するまでの初動捜査は、この私が行います！
皆さんには、後でお話を伺いますので、まずは現場を拝見します…",,,,,,,7,毛利小五郎,4,,,,,,
8クリック目,毛利小五郎,"ふむ…見たところ、メルドックさんの傷は背中の一か所だけ…
しかし、ちょうど心臓のあたりを一突きにされています…死因はこの刺し傷でしょう…",,,,,,,,,,,,,,,
9クリック目,工藤有希子,そういう殺し方は何か強い恨みがあるときだって、よく聞くけど…,1,工藤有希子,94,,,,,,,,,,,,
10クリック目,毛利小五郎,"そして、すでに遺体の死後硬直が始まっています…
床のじゅうたんに付いた血もだいぶ乾燥しているようですなあ…
死亡推定時刻は、少なくとも2時間前かと…",,,,,,,5,毛利小五郎,4,,,,,,
11クリック目,ﾒﾘﾝﾀﾞ･ﾒﾙﾄﾞｯｸ,2時間前…それならロブがひとりでジムへ行ったすぐ後だわ！,5,ﾒﾘﾝﾀﾞ･ﾒﾙﾄﾞｯｸ,96,,,,,,,,,,,,
12クリック目,毛利蘭,ジム…ああ、だからメルドックさんはトレーニングウェアを着て倒れていたのね…,,,,7,毛利蘭,8,,,,,,,,,
13クリック目,江戸川コナン,…あれれ～？,,,,25,江戸川コナン,3,,,,,,,,,
14クリック目,毛利小五郎,…あん？そこで何をやってんだ、このガキ！,,,,,,,10,毛利小五郎,4,,,,,,
15クリック目,江戸川コナン,"だってさ、変じゃない？
この部屋には人を殺せるような物が何も無いんだよ？",,,,3,江戸川コナン,3,,,,,,,,,
16クリック目,毛利小五郎,なに！？,,,,,,,,,,,,,,,
17クリック目,江戸川コナン,引き出しの中やベッドの下も見たけど、刃物とか尖った物は何も見つからなかったよ！,,,,,,,,,,,,,,,
18クリック目,毛利小五郎,"む…そうか…ドアには内側にチェーンがかかっていた上に、凶器も室内には無い…
うーむ…こりゃあ、難事件になりそうですなあ…",,,,,,,5,毛利小五郎,4,,,,,,
19クリック目,工藤有希子,それにしても…この部屋、なんだか暑いわ…エアコンのスイッチ、切るわね…,6,工藤有希子,94,,,,,,,,,,,,
20クリック目,江戸川コナン,（そういえば…いくら冬でも、暖房が強すぎるな…）,,,,13,江戸川コナン,3,,,,,,,,,
21クリック目,毛利小五郎,…そうだ！船長…この部屋のあるデッキに監視カメラは無いんですか！？,,,,,,,12,毛利小五郎,4,,,,,,
22クリック目,笹川修一,"いえ…このデッキはメルドック氏のご家族か、ごく親しい方しかお泊めしない
プライベートエリアなんです…だから監視カメラは設置していません…",,,,5,笹川修一,98,,,,,,,,,
23クリック目,江戸川コナン,"じゃあさ、船長さん！
今日、船に乗っているお客さんで、このプライベートエリアに
入れる人は何人いるの？",,,,3,江戸川コナン,3,,,,,,,,,
24クリック目,笹川修一,"ああ、それなら…ここにいらっしゃる、夫人のメリンダさんと、秘書のシンプソンさん…
そして、特別ゲストで招待された井戸原さんの3人だけです…",,,,5,笹川修一,98,,,,,,,,,
25クリック目,毛利小五郎,なるほど…現場に近づくことができたのは、あなた方だけですか…,,,,,,,,,,,,,,,
26クリック目,ﾒﾘﾝﾀﾞ･ﾒﾙﾄﾞｯｸ,"じゃあ…私たち3人のうちの誰かが犯人だって、おっしゃるの！？
そんな…ひどい…！",5,ﾒﾘﾝﾀﾞ･ﾒﾙﾄﾞｯｸ,96,,,,,,,,,,,,
27クリック目,毛利小五郎,"い、いやあ…奥さん！
まだそうと決まったわけじゃありませんよ…",,,,,,,9,毛利小五郎,4,,,,,,
28クリック目,工藤有希子,（…ねえ、新ちゃん…）,7,工藤有希子,94,,,,,,,,,,,,
29クリック目,江戸川コナン,（ん…？）,,,,10,江戸川コナン,3,,,,,,,,,
30クリック目,工藤有希子,（この事は、ひとまず、優作には内緒にしておきましょ…）,,,,,,,,,,,,,,,
31クリック目,江戸川コナン,（え…ああ…締切に追われて部屋に缶詰になってるんだったっけ…）,,,,,,,,,,,,,,,
32クリック目,工藤有希子,（そうそう、だからこの事件は、私と新ちゃんでパッパと解決しちゃおう！ねっ！）,2,工藤有希子,94,,,,,,,,,,,,
33クリック目,江戸川コナン,（…ったく…簡単に言うなっつーの…）,,,,11,江戸川コナン,3,,,,,,,,,
