,,,阿笠博士　証言③,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,阿笠博士,,,,1,阿笠博士,「[[[さくら]]]」は「さくら」と読めるぞ！,17,,,,,,,,
,阿笠博士,,,,1,阿笠博士,「[[[おうぎ]]]」は「おうぎ」じゃな！,15,,,,,,,,
,,,灰原哀　証言①,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,灰原哀,,,,1,灰原哀,「[[[こんぱす]]]」…これは「コンパス」よ…,18,,,,,,,,
,灰原哀,,,,1,灰原哀,「ボタン」は…「[[[ぼたん]]]」ね…,14,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
毛利蘭,0,,,,,,,,,,,,,,,
鈴木園子,0,,,,,,,,,,,,,,,
阿笠博士,2,,,,,,,,,,,,,,,
灰原哀,2,,,,,,,,,,,,,,,
毛利小五郎,0,,,,,,,,,,,,,,,
江戸川コナン,0,,,,,,,,,,,,,,,
