教室,,,Lv.10,,
,,,,,
事件概要,,,,,
証拠品ドロップアイテム,,,運動靴,,0
事件現場（物探し）,,,教室,,0
クエストレベル,,,10,,0
依頼現場／対決場所,,,教室,,0
事件名,,,壊れた教室のドア,,0
事件概要,,,"誰かが放課後の教室で、教室の扉を壊した。その時間に生徒は誰もいないはずだった。犯人以外で最後まで学校に残っていたのは歩美である。彼女の証言は以下だ。「放課後の学校で自分が姿を見たのは３人だ。光彦はリコーダーを音楽室に忘れたため、音楽室でリコーダーを探していたのだという。その時、光彦は元太と一緒に帰ると言っていた。元太は居残りでほうき掃除をさせられていた。後日、元太は光彦と一緒に帰ったと証言している。兵藤はテストで０点をとったため居残りをさせられていた。歩美が帰るとき、彼が下駄箱に運動靴を入れていたのでこれから帰るところだったのだと思う」歩美の証言から放課後の学校に残り、扉を壊した犯人を特定せよ。
真相：一緒に帰った光彦と元太に犯行は不可能。その一方で、下駄箱に『運動靴』を入れていた兵藤の行動はおかしい。これから帰るのならば、下駄箱に入れるべき靴は上履きだからだ。つまり、兵藤は一度外に出た後、再び学校に戻ってきたのである。彼は忘れ物をしたため、再び学校に戻り、乱暴に扉を開けたが故に扉を壊してしまったのである。",,
依頼者,,,吉田歩美,,0
犯人名,,,兵藤まさる,,0
はずれ容疑者、物証①,,,小嶋元太,ほうき,
はずれ容疑者、物証②,,,円谷光彦,リコーダー,
はずれ容疑者、物証③,,,,,
