ステージ1,,,,,導入ADV,,
,,,,,探索場所,,バー
,,,,,暗号,,まるいひょうてき
,,,,,正解物証,,ダーツ盤
,,,,,不正解物証,,レコード
,,,,,不正解物証,,ピザカッター
,,,,,不正解物証,,ウクレレ
,,,,,不正解物証,,ギター
,,,,,不正解物証,,サックス
,,,,,対決,,鈴木次郎吉
,,,,,出題者,,鈴木次郎吉
,,,,,エンディングADV,,
ステージ2,,,,,導入ADV,,
,,,,,探索場所,,洋館
,,,,,暗号,,ほうせきをいれるもの
,,,,,正解物証,,ジュエリーケース
,,,,,不正解物証,,イヤリング
,,,,,不正解物証,,ブレスレット
,,,,,不正解物証,,金のペンダント
,,,,,不正解物証,,キャンドル
,,,,,不正解物証,,鏡
,,,,,対決,,鈴木次郎吉
,,,,,出題者,,鈴木次郎吉
,,,,,エンディングADV,,
ステージ3,,,,,導入ADV,,
,,,,,探索場所,,図書館
,,,,,暗号,,ことばをしらべるほん
,,,,,正解物証,,辞典
,,,,,不正解物証,,電子辞書
,,,,,不正解物証,,大学ノート
,,,,,不正解物証,,眼鏡ケース
,,,,,不正解物証,,単語カード
,,,,,不正解物証,,下敷き
,,,,,対決,,鈴木次郎吉
,,,,,出題者,,鈴木次郎吉
,,,,,エンディングADV,,
ステージ4,,,,,導入ADV,,
,,,,,探索場所,,洋館（赤の部屋）
,,,,,暗号,,きんいろにひかるかっぷ
,,,,,正解物証,,トロフィー
,,,,,不正解物証,,金のマドラー
,,,,,不正解物証,,金のペンダント
,,,,,不正解物証,,ジュエリーケース
,,,,,不正解物証,,イヤリング
,,,,,不正解物証,,ブレスレット
,,,,,対決,,鈴木次郎吉
,,,,,出題者,,鈴木次郎吉
,,,,,エンディングADV,,
ステージ5,,,,,導入ADV,,
,,,,,探索場所,,書斎（赤）
,,,,,暗号,,はなをいけるつぼ
,,,,,正解物証,,花瓶
,,,,,不正解物証,,ティーカップ
,,,,,不正解物証,,古代の壺
,,,,,不正解物証,,ポーチ
,,,,,不正解物証,,電子辞書
,,,,,不正解物証,,大学ノート
,,,,,対決,,鈴木次郎吉
,,,,,出題者,,鈴木次郎吉
,,,,,エンディングADV,,
ステージ6,,,,,導入ADV,,
,,,,,探索場所,,バー（緑）
,,,,,暗号,,ゆびでひくはわいのがっき
,,,,,正解物証,,ウクレレ
,,,,,不正解物証,,ギター
,,,,,不正解物証,,サックス
,,,,,不正解物証,,ダーツ盤
,,,,,不正解物証,,レコード
,,,,,不正解物証,,ピザカッター
,,,,,対決,,鈴木次郎吉
,,,,,出題者,,鈴木次郎吉
,,,,,エンディングADV,,
ステージ7,,,,,導入ADV,,
,,,,,探索場所,,洋館（青の部屋）
,,,,,暗号,,てんじょうにつけるあかり
,,,,,正解物証,,シャンデリア
,,,,,不正解物証,,キャンドル
,,,,,不正解物証,,鏡
,,,,,不正解物証,,金のペンダント
,,,,,不正解物証,,ジュエリーケース
,,,,,不正解物証,,イヤリング
,,,,,対決,,鈴木次郎吉
,,,,,出題者,,鈴木次郎吉
,,,,,エンディングADV,,
ステージ8,,,,,導入ADV,,
,,,,,探索場所,,書斎（緑）
,,,,,暗号,,あまくてとけるおかし
,,,,,正解物証,,キャンディー
,,,,,不正解物証,,ミントガム
,,,,,不正解物証,,ティッシュ
,,,,,不正解物証,,ティーカップ
,,,,,不正解物証,,古代の壺
,,,,,不正解物証,,ポーチ
,,,,,対決,,鈴木次郎吉
,,,,,出題者,,鈴木次郎吉
,,,,,エンディングADV,,
ステージ9,,,,,導入ADV,,
,,,,,探索場所,,バー（赤）
,,,,,暗号,,おさけをまぜるようき
,,,,,正解物証,,シェイカー
,,,,,不正解物証,,ブランデーグラス
,,,,,不正解物証,,カクテルグラス
,,,,,不正解物証,,レコード
,,,,,不正解物証,,ピザカッター
,,,,,不正解物証,,ダーツ盤
,,,,,対決,,鈴木次郎吉
,,,,,出題者,,鈴木次郎吉
,,,,,エンディングADV,,
ステージ10,,,,,導入ADV,,
,,,,,探索場所,,洋館（桃の部屋）
,,,,,暗号,,くつろぐときのふくそう
,,,,,正解物証,,ガウン
,,,,,不正解物証,,クッション
,,,,,不正解物証,,パイプ
,,,,,不正解物証,,ブランデーグラス
,,,,,不正解物証,,キャンドル
,,,,,不正解物証,,鏡
,,,,,対決,,鈴木次郎吉
,,,,,出題者,,鈴木次郎吉
,,,,,エンディングADV,,
