高校部室,,,Lv.2,,
,,,,,
事件概要,,,,,
証拠品ドロップアイテム,,,やかん,,0
事件現場（物探し）,,,高校部室,,0
クエストレベル,,,2,,0
依頼現場／対決場所,,,校庭,,0
事件名,,,水分補給にご用心,,0
事件概要,,,"サッカー部の練習中に、部員が腹痛で倒れた。どうやら彼はよくないものを口にしたらしい。彼は部活が始まって何度か水分補給をしており、そのなかに腹痛の原因があったと考えられる。容疑者は男子高校生、ヤンキー、ギャル。それぞれ、次のように証言している。男子高校生「ちょうどヤカンに水が入っていたので、その水を渡した」ヤンキー「自分が飲みかけのスポーツドリンクをあげた」ギャル「ミネラルウォーターを渡した」。なお、男子高校生は部員の後輩、ヤンキーはクラスの友人、ギャルは部活のマネージャーである。また、ギャルは部室の雨漏りの対応なども行っており、昨日の雨の時もギャルが部室にあったもので対応したので、水浸しを免れた。以上の情報から、腹痛の原因を特定せよ。
真相：男子高校生が先輩に渡したヤカンは雨漏りの受け皿として使われており、中には雨水が溜められていた。他のスポーツドリンクやミネラルウォーターとは違い、これを飲めば腹を壊す可能性は高い。このことから、原因は男子高校生の渡したヤカンと考えられる。なお、ヤカンを渡した男子高校生は、中に雨水が入っていたことを知らないため、これは不幸な事故である。",,
依頼者,,,勝俣ヒロシ,,0
犯人名,,,男子高校生（勝俣ヒロシ）,,0
はずれ容疑者、物証①,,,ヤンキー（気谷タケル）,　：スポーツドリンク,
はずれ容疑者、物証②,,,ギャル（武井真美）,　：ミネラルウォーター,
