調査依頼ストーリー,,,,,,,,,,,,,,,,,
,発言者,台詞,表情ID,左キャラ,キャラクターID,表情ID,中央キャラ,キャラクターID,表情ID,右キャラ,キャラクターID,小窓画像名,小窓画像ID,表示位置,背景,背景ID,F.I/F.O
1クリック目,毛利蘭,"あらコナン君！
さっき阿笠博士の研究所に<font color='#FF9D9D'>服部</font>君が来てたわよ！
早く行ってあげて！",1,毛利蘭,8,1,江戸川コナン,3,,,,服部平次,5,右,住宅街,2,IN
2クリック目,江戸川コナン,"平次兄ちゃんが？(…やっべ…忘れてた…)
教えてくれてありがとう蘭姉ちゃん！
それで……蘭姉ちゃんはどこに行くの？",,,,2,江戸川コナン,3,,,,,,,,,
3クリック目,毛利蘭,"それがね……服部君が来るって博士に聞いたから、
最近評判の大福を買って研究所に行ったんだけど……
ちょっとトイレを借りている間に研究所の机の上に置いていた大福が消えちゃって……",13,毛利蘭,8,,,,,,,,,右：非表示,,,
4クリック目,江戸川コナン,消えちゃった？,,,,10,江戸川コナン,3,,,,,,,,,
5クリック目,毛利蘭,"５個買ってきた筈なんだけど、見たら４個になってたのよ！
仕方ないから、もう１度買いに行こうと思って……",,,,,,,,,,,,,,,
6クリック目,江戸川コナン,"それは誰かがこっそり食べたんだよ！
蘭姉ちゃんがもう１回買いに行く必要なんてないよ！",,,,11,江戸川コナン,3,,,,,,,,,
7クリック目,毛利蘭,"そうなんだけど、誰が食べたんだかわからないから
１個少なくていいってわけにはいかないでしょ？
だから……",,,,,,,,,,,,,,,
8クリック目,江戸川コナン,"ねえ蘭姉ちゃん、トイレから出た後、
部屋の中で誰が何をしていたかわかる？",,,,15,江戸川コナン,3,,,,,,,,,
9クリック目,毛利蘭,哀ちゃんは<font color='#FF9D9D'>読み途中の本を読んで</font>いたわ！,3,毛利蘭,8,,,,,,,灰原哀,9,右,,,
10クリック目,毛利蘭,博士は<font color='#FF9D9D'>ホースを修理していた</font>みたい……,12,毛利蘭,8,,,,,,,阿笠博士,6,右,,,
11クリック目,毛利蘭,"服部君は<font color='#FF9D9D'>自分の服をぱんぱん叩いて</font>たわ……
埃でもついたのかしら？",13,毛利蘭,8,,,,,,,服部平次,5,右,,,
12クリック目,江戸川コナン,"……なるほどね！
誰が犯人なのかわかったよ！",,,,1,江戸川コナン,3,,,,,,右：非表示,,,
13クリック目,毛利蘭,えっ！？,1,毛利蘭,8,,,,,,,,,,,,
14クリック目,江戸川コナン,"だから蘭姉ちゃん、一緒に博士のところに行こうよ！
平次兄ちゃんも待ってるしね！",,,,,,,,,,,,,,,
15クリック目,毛利蘭,"わかったわ！
じゃぁ急いで行きましょう！",2,毛利蘭,8,,,,,,,,,,,,
