,,,毛利蘭　証言④,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,毛利蘭,,,,1,毛利蘭,凶器はまだ見つからないのよね…まだ、犯人が持っているのかな…？,31,,,,,,,,
,,,笹川修一　証言④,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,笹川修一,,,,1,笹川修一,私が会長のお部屋をノックしたのは間違いなく午後5時です…中で返事をしたのは会長ご本人だと思ったんですけどね…,54,,,,,,,,
,,,嶋中郁江　証言④,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,嶋中郁江,,,,1,嶋中郁江,午後4時30分頃から6時まで、秘書のシンプソンさんは私達クルーとずっと一緒にいて、パーティの準備をしていました…,56,,,,,,,,
,,,横溝参悟　証言③,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,横溝参悟,,,,1,横溝参悟,井戸原さんは若い頃にアメリカの大学に留学していて、そこでメルドックさんと知り合ったそうです…20年来の友人ということですね…,62,,,,,,,,
,,,井戸原耕市　証言①,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
54文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,井戸原耕市,,,,1,井戸原耕市,私は4時半頃に自分の部屋に戻って、パーティーの始まる6時まではずっと一人で部屋にいました…酔い止め薬をもらって寝ていたんです…,63,,,,,,,,
,,,シンプソン　証言②,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
60文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,トニー・シンプソン,,,,1,トニー・シンプソン,会長のことを悪く言う人はいます…かなり強引な経営方針で有名ですからね…でも、僕は部下として、会長を尊敬していました…,58,,,,,,,,
,,,工藤有希子　証言②,,60文字以内,,,,,,,,,,,
,,,ID,場面,番号,キャラクター,シナリオ,,,画面,,,,,,確認結果
,,,,,,,"セリフ
60文字以内",字数,備考,左　　　　　　　　　　　　　表示キャラ（表情）,中央　　　　　　　　　　　表示キャラ（表情）,右　　　　　　　　　　　　　表示キャラ（表情）,"背景
(イメージ）",演出／効果,備考,コメント
,工藤有希子,,,,1,工藤有希子,ロブ・メルドックは私達の友人だけど…すごく成功した人だから、あらぬ噂を立てられたり、逆恨みをされることもあったようね…,59,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
毛利蘭,,1,,,,,,,,,,,,,,
笹川修一,,1,,,,,,,,,,,,,,
嶋中郁江,,1,,,,,,,,,,,,,,
横溝参悟,,1,,,,,,,,,,,,,,
工藤有希子,,1,,,,,,,,,,,,,,
メリンダ,,0,,,,,,,,,,,,,,
シンプソン,,1,,,,,,,,,,,,,,
井戸原耕市,,1,,,,,,,,,,,,,,
工藤優作,,0,,,,,,,,,,,,,,
