1437	25	target_10	キーケース	1
1438	25	target_22	ヤイバーフィギュア	1
1439	25	target_13	バッジ	1
1440	25	target_5	ハートのペンダント	1
1441	25	target_9	猫耳	1
1442	25	target_28	リボン	1
1443	25	target_19	ＣＤ	1
1444	25	target_14	アフロのかつら	1
1445	25	target_26	ダーツの矢	1
1446	25	target_17	とんがり帽子	1
1447	25	target_21	ロリポップ	1
1448	25	target_12	ブレスレット	1
1449	25	target_8	バンダナ	1
1450	25	target_4	鼻眼鏡	1
1451	25	target_3	目覚まし時計	1
1452	25	target_7	おもちゃのナイフ	1
1453	25	target_18	ふうせん	1
1454	25	target_2	サングラス	1
1455	25	target_25	マラカス	1
1456	25	target_16	ちょんまげ	1
1457	25	target_20	タンバリン	1
1458	25	target_11	おもちゃのピストル	1
1459	25	target_23	タンブラー	1
1460	25	target_31	ランタン	1
1461	25	target_30	ラッパ	1
1462	25	target_6	豚の貯金箱	1
1463	25	target_29	野球帽	1
1464	25	target_1	腕時計	1
1465	25	target_24	トロッピーぬいぐるみ	1
1466	25	target_15	クラッカー	1
1467	25	target_27	スケートボード	1
1468	25	layer_23	layer_23	0
1469	25	layer_9	layer_9	0
1470	25	layer_21	layer_21	0
1471	25	layer_13	layer_13	0
1472	25	layer_22	layer_22	0
1473	25	layer_11	layer_11	0
1474	25	layer_49	layer_49	0
1475	25	layer_12	layer_12	0
1476	25	layer_17	layer_17	0
1477	25	layer_26	layer_26	0
1478	25	layer_10	layer_10	0
1479	25	layer_48	layer_48	0
1480	25	layer_2	layer_2	0
1481	25	layer_16	layer_16	0
1482	25	layer_8	layer_8	0
1483	25	layer_38	layer_38	0
1484	25	layer_47	layer_47	0
1485	25	layer_40	layer_40	0
1486	25	layer_33	layer_33	0
1487	25	layer_46	layer_46	0
1488	25	layer_31	layer_31	0
1489	25	layer_6	layer_6	0
1490	25	layer_5	layer_5	0
1491	25	layer_25	layer_25	0
1492	25	layer_30	layer_30	0
1493	25	layer_15	layer_15	0
1494	25	layer_24	layer_24	0
1495	25	layer_1	layer_1	0
1496	25	layer_29	layer_29	0
1497	25	layer_7	layer_7	0
1498	25	layer_50	layer_50	0
1499	25	layer_14	layer_14	0
1500	25	layer_37	layer_37	0
1501	25	layer_19	layer_19	0
1502	25	layer_28	layer_28	0
1503	25	layer_4	layer_4	0
