963	21	target_10	古代の壺	1
964	21	target_22	モンブラン	1
965	21	target_13	ガウン	1
966	21	target_5	キャンドル	1
967	21	target_9	金のペンダント	1
968	21	target_28	リボン	1
969	21	target_19	ワイングラス	1
970	21	target_14	リモコン	1
971	21	target_26	カフスボタン	1
972	21	target_17	ネクタイピン	1
973	21	target_21	メロン	1
974	21	target_12	ジュエリーケース	1
975	21	target_8	ワインボトル	1
976	21	target_4	トランプ	1
977	21	target_3	バイオリン	1
978	21	target_7	日記	1
979	21	target_18	クッション	1
980	21	target_2	シャンパングラス	1
981	21	target_25	鏡	1
982	21	target_16	ブレスレット	1
983	21	target_20	金のマドラー	1
984	21	target_11	トロフィー	1
985	21	target_23	航空券	1
986	21	target_31	砂時計	1
987	21	target_30	スマートフォン	1
988	21	target_6	灰皿	1
989	21	target_29	バナナ	1
990	21	target_1	パイプ	1
991	21	target_24	イヤリング	1
992	21	target_15	シャンデリア	1
993	21	target_27	パイナップル	1
994	21	layer_23	layer_23	0
995	21	layer_04	layer_04	0
996	21	layer_13	layer_13	0
997	21	layer_22	layer_22	0
998	21	layer_27	layer_27	0
999	21	layer_11	layer_11	0
1000	21	layer_20	layer_20	0
1001	21	layer_12	layer_12	0
1002	21	layer_08	layer_08	0
1003	21	layer_17	layer_17	0
1004	21	layer_15	layer_15	0
1005	21	layer_16	layer_16	0
1006	21	layer_14	layer_14	0
1007	21	layer_28	layer_28	0
1008	21	layer_19	layer_19	0
1009	21	layer_07	layer_07	0
1010	21	layer_09	layer_09	0
1011	21	layer_06	layer_06	0
50	1	layer_6	layer_6	0
51	1	layer_19	layer_19	0
52	1	layer_28	layer_28	0
53	1	layer_3	layer_3	0
54	1	layer_1	layer_1	0
