1175	18	target_1	サックス	1
1176	18	target_10	フランスパン	1
1177	18	target_11	バラ	1
1178	18	target_12	インスタントカメラ	1
1179	18	target_13	ブランデーグラス	1
1180	18	target_14	野菜スティック	1
1181	18	target_15	ダーツ盤	1
1182	18	target_16	シェイカー	1
1183	18	target_17	キュー	1
1184	18	target_18	クラシックカー	1
1185	18	target_19	銀のマドラー	1
1186	18	target_2	葉巻	1
1187	18	target_20	ウクレレ	1
1188	18	target_21	ピザ	1
1189	18	target_22	計量カップ	1
1190	18	target_23	蝶ネクタイ	1
1191	18	target_24	ロングライター	1
1192	18	target_25	ギター	1
1193	18	target_26	ワインオープナー	1
1194	18	target_27	リボン	1
1195	18	target_28	砂時計	1
1196	18	target_29	パイナップル	1
1197	18	target_3	おしぼり	1
1198	18	target_30	虫眼鏡	1
1199	18	target_31	サイコロ	1
1200	18	target_4	カクテルグラス	1
1201	18	target_5	アイスピック	1
1202	18	target_6	金の腕時計	1
1203	18	target_7	クリームパイ	1
1204	18	target_8	レコード	1
1205	18	target_9	ピザカッター	1
1206	18	layer_04	layer_04	0
1207	18	layer_09	layer_09	0
1208	18	layer_06	layer_06	0
1209	18	layer_15	layer_15	0
1210	18	layer_16	layer_16	0
1211	18	layer_17	layer_17	0
1212	18	layer_18	layer_18	0
1213	18	layer_21	layer_21	0
1214	18	layer_33	layer_33	0
1215	18	layer_32	layer_32	0
1216	18	layer_22	layer_22	0
1217	18	layer_13	layer_13	0
1218	18	layer_27	layer_27	0
45	1	layer_15	layer_15	0
46	1	layer_24	layer_24	0
47	1	layer_16	layer_16	0
48	1	layer_29	layer_29	0
49	1	layer_14	layer_14	0
50	1	layer_6	layer_6	0
51	1	layer_19	layer_19	0
52	1	layer_28	layer_28	0
53	1	layer_3	layer_3	0
54	1	layer_1	layer_1	0
