55	2	target_10	鉛筆削り	1
56	2	target_22	「笑顔」の習字	1
57	2	target_13	消しゴム	1
58	2	target_5	水槽	1
59	2	target_9	ペンケース	1
60	2	target_28	てるてる坊主	1
61	2	target_19	コンパス	1
62	2	target_14	はさみ	1
63	2	target_26	画びょう	1
64	2	target_17	運動靴	1
65	2	target_21	鉛筆	1
66	2	target_12	0点のテスト	1
67	2	target_8	上履き	1
68	2	target_4	チョーク	1
69	2	target_3	モップ	1
70	2	target_7	はちまき	1
71	2	target_18	リコーダー	1
72	2	target_2	給食ぶくろ	1
73	2	target_25	あいあい傘	1
74	2	target_16	ほうき	1
75	2	target_20	分度器	1
76	2	target_11	出席簿	1
77	2	target_23	時間割表	1
78	2	target_31	バスケットボール	1
79	2	target_30	ラッパ	1
80	2	target_6	算数の教科書	1
81	2	target_29	日本地図	1
82	2	target_1	黒板消し	1
83	2	target_24	はなまる	1
84	2	target_15	ちりとり	1
85	2	target_27	ホッチキス	1
86	2	layer_4	layer_4	0
87	2	layer_18	layer_18	0
88	2	layer_9	layer_9	0
89	2	layer_21	layer_21	0
90	2	layer_13	layer_13	0
91	2	layer_22	layer_22	0
92	2	layer_7	layer_7	0
93	2	layer_11	layer_11	0
94	2	layer_20	layer_20	0
95	2	layer_12	layer_12	0
96	2	layer_17	layer_17	0
97	2	layer_3	layer_3	0
98	2	layer_2	layer_2	0
99	2	layer_16	layer_16	0
100	2	layer_8	layer_8	0
101	2	layer_6	layer_6	0
102	2	layer_14	layer_14	0
103	2	layer_5	layer_5	0
104	2	layer_19	layer_19	0
105	2	layer_1	layer_1	0
106	2	layer_15	layer_15	0
107	2	layer_10	layer_10	0
54	1	layer_1	layer_1	0
